Player,game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,plus_minus
James,49,3/12/2019,34-072,LAL,CHI,W (+16),33,15,23,0.652,2,4,0.5,4,5,0.8,1,9,10,4,2,0,5,36,27.9,9
James,50,3/14/2019,34-074,LAL,TOR,L (-13),32,12,23,0.522,1,5,0.2,4,7,0.571,0,4,4,6,1,0,4,29,18.1,0
James,51,3/17/2019,34-077,LAL,NYK,L (-1),35,11,26,0.423,0,6,0,11,13,0.846,2,4,6,8,0,1,2,33,24.5,9
James,52,3/22/2019,34-082,LAL,BRK,L (-5),37,8,25,0.32,1,7,0.143,8,12,0.667,3,6,9,14,1,1,8,25,15.3,-2
James,53,3/24/2019,34-084,LAL,SAC,W (+5),35,9,22,0.409,3,6,0.5,8,9,0.889,2,9,11,11,2,1,4,29,26.9,5
James,54,3/26/2019,34-086,LAL,WAS,W (+18),34,11,20,0.55,1,6,0.167,0,2,0,0,7,7,14,1,0,3,23,22.1,3
James,55,3/29/2019,34-089,LAL,CHO,W (+14),32,11,19,0.579,4,7,0.571,1,2,0.5,0,3,3,9,0,0,6,27,18.5,14
James,1,10/22/2019,34-296,LAL,LAC,L (-10),36,7,19,0.368,1,5,0.2,3,4,0.75,1,9,10,8,1,1,5,18,11.6,-8
James,2,10/25/2019,34-299,LAL,UTA,W (+9),31,12,22,0.545,1,4,0.25,7,8,0.875,2,5,7,10,1,0,1,32,30.9,17
James,3,10/27/2019,34-301,LAL,CHO,W (+19),35,7,14,0.5,1,3,0.333,5,5,1,1,5,6,12,1,0,4,20,20.6,17
James,4,10/29/2019,34-303,LAL,MEM,W (+29),28,8,15,0.533,2,5,0.4,5,7,0.714,0,2,2,8,0,1,6,23,15.8,2
James,5,11/1/2019,34-306,LAL,DAL,W (+9),43,13,23,0.565,4,9,0.444,9,11,0.818,0,12,12,16,4,1,4,39,40.8,15
James,6,11/3/2019,34-308,LAL,SAS,W (+7),37,8,23,0.348,0,6,0,5,10,0.5,1,10,11,13,2,1,5,21,15.8,15
James,7,11/5/2019,34-310,LAL,CHI,W (+6),35,10,19,0.526,2,6,0.333,8,9,0.889,0,10,10,11,2,1,2,30,30.5,17
James,8,11/8/2019,34-313,LAL,MIA,W (+15),36,10,19,0.526,4,7,0.571,1,2,0.5,1,3,4,6,0,0,3,25,17.3,16
James,9,11/10/2019,34-315,LAL,TOR,L (-9),35,5,15,0.333,0,2,0,3,6,0.5,3,10,13,15,0,1,2,13,17.6,-6
James,10,11/12/2019,34-317,LAL,PHO,W (+8),37,8,18,0.444,1,4,0.25,2,7,0.286,0,7,7,11,0,0,1,19,16.4,-2
James,11,11/13/2019,34-318,LAL,GSW,W (+26),26,11,21,0.524,1,5,0.2,0,1,0,2,4,6,12,1,1,4,23,20.6,13
James,12,11/15/2019,34-320,LAL,SAC,W (+2),39,10,20,0.5,2,7,0.286,7,7,1,3,1,4,11,3,0,2,29,29.7,13
James,13,11/17/2019,34-322,LAL,ATL,W (+21),33,13,21,0.619,6,10,0.6,1,1,1,0,7,7,12,1,1,0,33,35.3,30
James,14,11/19/2019,34-324,LAL,OKC,W (+5),37,10,21,0.476,2,5,0.4,3,5,0.6,0,11,11,10,2,0,7,25,18,6
James,15,11/22/2019,34-327,LAL,OKC,W (+3),36,9,20,0.45,1,3,0.333,4,6,0.667,1,5,6,14,1,1,5,23,19.7,3
James,16,11/23/2019,34-328,LAL,MEM,W (+1),39,14,27,0.519,2,9,0.222,0,0,,1,5,6,4,2,0,5,30,18.3,7
James,17,11/25/2019,34-330,LAL,SAS,W (+10),35,13,24,0.542,4,7,0.571,3,8,0.375,1,3,4,14,0,1,3,33,27.7,6
James,18,11/27/2019,34-332,LAL,NOP,W (+4),38,10,18,0.556,2,6,0.333,7,11,0.636,2,3,5,11,2,1,5,29,25.7,3
James,19,11/29/2019,34-334,LAL,WAS,W (+22),25,9,16,0.563,4,8,0.5,1,2,0.5,0,3,3,11,2,1,6,23,19.9,20
James,20,12/1/2019,34-336,LAL,DAL,L (-14),36,11,20,0.55,0,5,0,3,3,1,0,9,9,8,4,0,6,25,20.5,-16
James,21,12/3/2019,34-338,LAL,DEN,W (+9),37,9,18,0.5,1,4,0.25,6,6,1,2,4,6,9,0,0,4,25,19.7,4
James,22,12/4/2019,34-339,LAL,UTA,W (+25),29,9,21,0.429,1,6,0.167,1,1,1,0,4,4,12,1,0,1,20,17.3,14
James,23,12/6/2019,34-341,LAL,POR,W (+23),34,11,23,0.478,4,9,0.444,5,7,0.714,1,6,7,8,0,1,3,31,23.9,21
James,24,12/8/2019,34-343,LAL,MIN,W (+17),28,12,20,0.6,6,8,0.75,2,2,1,1,3,4,13,1,0,5,32,27.9,24
James,25,12/11/2019,34-346,LAL,ORL,W (+9),38,11,24,0.458,1,6,0.167,2,5,0.4,2,9,11,10,2,0,6,25,17.7,8
James,26,12/13/2019,34-348,LAL,MIA,W (+3),37,11,22,0.5,4,8,0.5,2,4,0.5,2,7,9,12,1,0,8,28,20.3,9
James,27,12/15/2019,34-350,LAL,ATL,W (+5),37,12,21,0.571,4,10,0.4,4,7,0.571,1,12,13,7,1,3,4,32,28.8,10
James,28,12/17/2019,34-352,LAL,IND,L (-3),35,8,20,0.4,0,6,0,4,8,0.5,1,8,9,9,0,0,5,20,11.2,-9
James,29,12/19/2019,34-354,LAL,MIL,L (-7),37,8,19,0.421,3,7,0.429,2,2,1,0,12,12,11,0,0,4,21,16.2,-14
James,30,12/25/2019,34-360,LAL,LAC,L (-5),39,9,24,0.375,2,12,0.167,3,4,0.75,3,6,9,10,2,1,2,23,19.8,3
James,31,12/28/2019,34-363,LAL,POR,W (+8),37,7,15,0.467,1,4,0.25,6,8,0.75,1,6,7,16,2,1,1,21,27.1,5
James,32,12/29/2019,34-364,LAL,DAL,W (+13),34,3,10,0.3,2,4,0.5,5,6,0.833,0,6,6,13,2,0,2,13,16.9,5
James,33,1/1/2020,35-002,LAL,PHO,W (+10),38,11,21,0.524,1,4,0.25,8,12,0.667,2,11,13,12,2,1,5,31,29.9,18
James,34,1/3/2020,35-004,LAL,NOP,W (+10),37,7,17,0.412,1,3,0.333,2,5,0.4,0,8,8,15,2,0,2,17,19.2,17
James,35,1/5/2020,35-006,LAL,DET,W (+7),35,10,21,0.476,0,3,0,1,2,0.5,3,11,14,11,0,0,3,21,19.2,23
James,36,1/7/2020,35-008,LAL,NYK,W (+30),31,9,19,0.474,6,12,0.5,7,7,1,0,5,5,5,2,1,4,31,24.2,26
James,37,1/10/2020,35-011,LAL,DAL,W (+15),32,14,25,0.56,3,6,0.5,4,5,0.8,2,14,16,7,1,0,3,35,31.2,13
James,38,1/13/2020,35-014,LAL,CLE,W (+29),33,12,16,0.75,1,3,0.333,6,7,0.857,0,2,2,8,1,0,3,31,27.6,19
James,39,1/15/2020,35-016,LAL,ORL,L (-1),36,7,19,0.368,2,9,0.222,3,5,0.6,0,3,3,19,1,0,5,19,17.5,-9
James,40,1/18/2020,35-019,LAL,HOU,W (+9),35,13,25,0.52,2,7,0.286,3,5,0.6,0,5,5,12,2,0,6,31,22.6,2
James,41,1/20/2020,35-021,LAL,BOS,L (-32),29,5,12,0.417,0,2,0,5,5,1,3,4,7,13,0,0,4,15,16.6,-21
James,42,1/22/2020,35-023,LAL,NYK,W (+8),36,9,16,0.563,2,5,0.4,1,3,0.333,0,6,6,5,5,0,4,21,18.9,13
James,43,1/23/2020,35-024,LAL,BRK,W (+15),34,11,19,0.579,3,6,0.5,2,2,1,2,9,11,10,1,1,5,27,25.9,26
James,44,1/25/2020,35-026,LAL,PHI,L (-17),35,9,18,0.5,1,6,0.167,10,13,0.769,0,7,7,8,1,0,8,29,18.3,-22
James,45,1/31/2020,35-032,LAL,POR,L (-8),38,9,22,0.409,3,8,0.375,1,4,0.25,2,6,8,10,0,1,5,22,14.1,7
James,46,2/1/2020,35-033,LAL,SAC,W (+16),34,6,15,0.4,1,4,0.25,2,3,0.667,0,10,10,11,2,0,2,15,16,33
James,47,2/4/2020,35-036,LAL,SAS,W (+27),34,12,20,0.6,6,9,0.667,6,9,0.667,1,6,7,9,1,0,2,36,33,20
James,48,2/6/2020,35-038,LAL,HOU,L (-10),37,8,19,0.421,1,8,0.125,1,1,1,2,7,9,15,2,0,6,18,17.9,-4
James,49,2/8/2020,35-040,LAL,GSW,W (+5),34,7,17,0.412,3,8,0.375,5,6,0.833,0,8,8,11,1,0,7,22,15.8,6
James,50,2/10/2020,35-042,LAL,PHO,W (+25),30,6,16,0.375,3,6,0.5,2,4,0.5,0,8,8,9,1,0,8,17,8.3,16
James,51,2/12/2020,35-044,LAL,DEN,W (+4),42,15,29,0.517,1,7,0.143,1,4,0.25,1,11,12,14,0,0,3,32,26.1,4
James,52,2/21/2020,35-053,LAL,MEM,W (+12),36,10,17,0.588,1,4,0.25,11,12,0.917,0,3,3,7,0,2,1,32,29.9,6
James,53,2/23/2020,35-055,LAL,BOS,W (+2),35,9,19,0.474,4,10,0.4,7,12,0.583,0,8,8,9,0,0,2,29,22.4,-1
James,54,2/25/2020,35-057,LAL,NOP,W (+9),34,17,27,0.63,5,11,0.455,1,2,0.5,2,6,8,6,0,1,7,40,28.2,12
James,55,2/29/2020,35-061,LAL,MEM,L (-17),34,8,18,0.444,2,8,0.25,1,2,0.5,2,6,8,10,1,1,5,19,15.7,-12
James,56,3/1/2020,35-062,LAL,NOP,W (+8),36,14,21,0.667,3,5,0.6,3,3,1,0,12,12,13,2,0,6,34,32.8,22
James,57,3/3/2020,35-064,LAL,PHI,W (+13),34,9,16,0.563,2,5,0.4,2,3,0.667,1,6,7,14,1,2,3,22,25.3,-2
James,58,3/6/2020,35-067,LAL,MIL,W (+10),37,12,21,0.571,1,7,0.143,12,15,0.8,0,8,8,8,3,0,4,37,31.3,8
James,59,3/8/2020,35-069,LAL,LAC,W (+9),35,7,17,0.412,2,6,0.333,12,14,0.857,2,6,8,9,0,2,2,28,25.8,7
James,60,3/10/2020,35-071,LAL,BRK,L (-2),35,12,22,0.545,4,9,0.444,1,5,0.2,1,11,12,9,1,0,3,29,24.7,8
James,61,7/30/2020,35-213,LAL,LAC,W (+2),34,6,19,0.316,2,7,0.286,2,2,1,2,9,11,7,1,1,5,16,9.6,-4
James,62,8/1/2020,35-215,LAL,TOR,L (-15),35,7,15,0.467,2,5,0.4,4,7,0.571,1,9,10,5,0,1,4,20,14.3,-20
James,63,8/3/2020,35-217,LAL,UTA,W (+8),35,9,16,0.563,2,5,0.4,2,2,1,1,7,8,9,2,1,4,22,21,0
James,64,8/5/2020,35-219,LAL,OKC,L (-19),30,7,19,0.368,0,5,0,5,8,0.625,1,10,11,4,1,0,0,19,14.4,-8
James,65,8/8/2020,35-222,LAL,IND,L (-5),35,13,24,0.542,2,6,0.333,3,6,0.5,1,7,8,7,0,1,1,31,24,13
James,66,8/10/2020,35-224,LAL,DEN,W (+3),38,9,21,0.429,5,11,0.455,6,10,0.6,0,1,1,12,0,2,5,29,21.4,-10
James,67,8/13/2020,35-227,LAL,SAC,L (-14),15,6,13,0.462,2,5,0.4,3,3,1,1,2,3,4,0,0,3,17,11.4,-13
Jordan,1,10/26/1984,21-252,CHI,WSB,W (+16),40,5,16,0.313,0,0,,6,7,0.857,1,5,6,7,2,4,5,16,12.5,
Jordan,2,10/27/1984,21-253,CHI,MIL,L (-2),34,8,13,0.615,0,0,,5,5,1,3,2,5,5,2,1,3,21,19.4,
Jordan,3,10/29/1984,21-255,CHI,MIL,W (+6),34,13,24,0.542,0,0,,11,13,0.846,2,2,4,5,6,2,3,37,32.9,
Jordan,4,10/30/1984,21-256,CHI,KCK,W (+5),36,8,21,0.381,0,0,,9,9,1,2,2,4,5,3,1,6,25,14.7,
Jordan,5,11/1/1984,21-258,CHI,DEN,L (-16),33,7,15,0.467,0,0,,3,4,0.75,3,2,5,5,1,1,2,17,13.2,
Jordan,6,11/7/1984,21-264,CHI,DET,W (+4),27,9,19,0.474,0,0,,7,9,0.778,1,3,4,3,3,1,5,25,14.9,
Jordan,7,11/8/1984,21-265,CHI,NYK,W (+15),33,15,22,0.682,0,0,,3,4,0.75,4,4,8,5,3,2,5,33,29.3,
Jordan,8,11/10/1984,21-267,CHI,IND,W (+2),42,9,22,0.409,0,0,,9,12,0.75,2,7,9,4,2,5,3,27,21.2,
Jordan,9,11/13/1984,21-270,CHI,SAS,W (+3),43,18,27,0.667,1,1,1,8,11,0.727,2,8,10,4,3,2,4,45,37.5,
Jordan,10,11/15/1984,21-272,CHI,BOS,L (-20),33,12,24,0.5,0,1,0,3,3,1,0,2,2,2,2,1,1,27,17.1,
Jordan,11,11/17/1984,21-274,CHI,PHI,L (-9),44,4,17,0.235,0,0,,8,8,1,0,5,5,7,5,2,4,16,12.5,
Jordan,12,11/19/1984,21-276,CHI,IND,L (-17),39,11,26,0.423,0,3,0,12,16,0.75,2,3,5,2,2,1,3,34,20.8,
Jordan,13,11/21/1984,21-278,CHI,MIL,L (-10),42,11,22,0.5,0,0,,13,14,0.929,4,9,13,2,2,2,6,35,26.7,
Jordan,14,11/23/1984,21-280,CHI,SEA,W (+19),30,9,13,0.692,0,0,,5,6,0.833,0,4,4,3,4,1,4,23,19.5,
Jordan,15,11/24/1984,21-281,CHI,POR,L (-10),41,10,24,0.417,0,1,0,10,10,1,3,3,6,8,3,1,4,30,23.9,
Jordan,16,11/27/1984,21-284,CHI,GSW,L (-6),24,6,10,0.6,0,0,,1,1,1,0,2,2,3,3,2,4,13,11.1,
Jordan,17,11/29/1984,21-286,CHI,PHO,L (-5),30,9,17,0.529,1,1,1,3,4,0.75,1,2,3,2,2,0,2,22,14,
Jordan,18,11/30/1984,21-287,CHI,LAC,W (+4),37,9,15,0.6,0,0,,2,4,0.5,2,3,5,5,3,0,4,20,15.5,
Jordan,19,12/2/1984,21-289,CHI,LAL,W (+1),42,7,13,0.538,0,0,,6,8,0.75,2,0,2,3,1,1,4,20,12.9,
Jordan,20,12/4/1984,21-291,CHI,NJN,W (+15),35,7,13,0.538,0,0,,6,6,1,1,2,3,6,1,0,3,20,16,
Jordan,21,12/7/1984,21-294,CHI,NYK,W (+2),43,8,16,0.5,0,1,0,5,7,0.714,1,1,2,3,2,0,6,21,9.3,
Jordan,22,12/8/1984,21-295,CHI,DAL,W (+2),35,10,23,0.435,0,0,,0,0,,4,3,7,2,0,2,2,20,11.2,
Jordan,23,12/11/1984,21-298,CHI,DET,L (-7),37,13,28,0.464,0,1,0,1,3,0.333,1,7,8,6,2,0,3,27,16.2,
Jordan,24,12/12/1984,21-299,CHI,DET,L (-7),30,6,17,0.353,0,2,0,9,10,0.9,0,1,1,2,2,1,1,21,12.5,
Jordan,25,12/14/1984,21-301,CHI,NJN,L (-2),44,12,25,0.48,0,0,,10,10,1,2,6,8,8,1,0,0,34,29.5,
Jordan,26,12/15/1984,21-302,CHI,PHI,L (-12),27,7,16,0.438,0,0,,0,0,,1,1,2,2,1,0,1,14,7.2,
Jordan,27,12/18/1984,21-305,CHI,HOU,L (-8),45,8,20,0.4,0,1,0,2,4,0.5,1,2,3,8,3,0,1,18,14.5,
Jordan,28,12/20/1984,21-307,CHI,ATL,W (+3),41,12,22,0.545,0,0,,10,16,0.625,4,4,8,7,5,1,7,34,26.6,
Jordan,29,12/22/1984,21-309,CHI,BOS,W (+25),35,12,18,0.667,0,0,,8,8,1,1,11,12,8,0,3,3,32,31.7,
Jordan,30,12/27/1984,21-314,CHI,CLE,W (+4),44,20,33,0.606,0,1,0,5,5,1,2,5,7,11,3,0,3,45,40.1,
Jordan,31,12/29/1984,21-316,CHI,ATL,L (-3),39,7,18,0.389,0,0,,7,9,0.778,1,3,4,5,0,0,3,21,10.1,
Jordan,32,1/2/1985,21-320,CHI,ATL,L (-14),34,10,14,0.714,0,0,,5,6,0.833,1,6,7,4,3,0,4,25,22.3,
Jordan,33,1/4/1985,21-322,CHI,MIL,W (+5),38,9,16,0.563,0,1,0,4,5,0.8,0,2,2,6,3,0,0,22,20.2,
Jordan,34,1/5/1985,21-323,CHI,NYK,L (-6),42,16,25,0.64,0,0,,10,11,0.909,4,3,7,4,2,1,3,42,35.5,
Jordan,35,1/9/1985,21-327,CHI,BOS,L (-3),42,12,24,0.5,0,0,,12,13,0.923,4,2,6,6,2,1,4,36,28.3,
Jordan,36,1/11/1985,21-329,CHI,NYK,W (+16),30,8,14,0.571,0,0,,7,7,1,2,4,6,5,2,0,5,23,18.3,
Jordan,37,1/12/1985,21-330,CHI,CLE,L (-3),36,10,21,0.476,0,1,0,4,6,0.667,4,8,12,3,1,0,3,24,15.8,
Jordan,38,1/14/1985,21-332,CHI,DEN,W (+9),43,11,16,0.688,0,0,,13,15,0.867,2,12,14,15,3,1,6,35,39.4,
Jordan,39,1/16/1985,21-334,CHI,NJN,L (-6),44,8,17,0.471,0,1,0,11,12,0.917,1,6,7,7,2,0,6,27,20.1,
Jordan,40,1/17/1985,21-335,CHI,CLE,W (+5),40,8,20,0.4,0,0,,9,12,0.75,0,4,4,6,2,2,3,25,17.2,
Jordan,41,1/19/1985,21-337,CHI,IND,L (-3),41,15,27,0.556,2,4,0.5,6,8,0.75,2,10,12,7,3,2,2,38,34,
Jordan,42,1/22/1985,21-340,CHI,POR,W (+8),39,11,20,0.55,0,1,0,7,7,1,1,11,12,5,2,0,4,29,23.3,
Jordan,43,1/25/1985,21-343,CHI,SEA,W (+17),37,6,15,0.4,0,1,0,10,10,1,2,2,4,8,4,2,1,22,24.7,
Jordan,44,1/26/1985,21-344,CHI,ATL,W (+13),43,17,24,0.708,0,0,,11,11,1,1,7,8,10,0,4,5,45,41.4,
Jordan,45,1/29/1985,21-347,CHI,KCK,W (+6),38,11,17,0.647,0,0,,4,6,0.667,0,7,7,7,3,0,1,26,25.5,
Jordan,46,1/30/1985,21-348,CHI,WSB,L (-11),41,12,19,0.632,0,0,,14,15,0.933,0,7,7,8,4,0,4,38,35.6,
Jordan,47,2/1/1985,21-350,CHI,PHI,L (-11),37,9,16,0.563,0,2,0,13,14,0.929,0,6,6,5,2,0,3,31,25.3,
Jordan,48,2/5/1985,21-354,CHI,BOS,L (-4),45,14,25,0.56,0,1,0,13,14,0.929,4,8,12,7,4,1,1,41,40.1,
Jordan,49,2/7/1985,21-356,CHI,CLE,L (-9),38,8,17,0.471,0,0,,7,8,0.875,3,1,4,7,4,0,7,23,15.8,
Jordan,50,2/12/1985,21-361,CHI,DET,W (+13),45,19,31,0.613,0,0,,11,13,0.846,7,8,15,5,4,0,6,49,40.9,
Jordan,51,2/15/1985,21-364,CHI,IND,L (-18),37,8,20,0.4,0,1,0,1,2,0.5,1,6,7,6,0,2,4,17,9.5,
Jordan,52,2/17/1985,22-000,CHI,MIL,L (-20),34,9,15,0.6,0,0,,8,8,1,2,1,3,3,2,1,5,26,20.2,
Jordan,53,2/19/1985,22-002,CHI,LAL,L (-10),30,6,13,0.462,0,2,0,4,5,0.8,4,2,6,8,0,0,3,16,12.9,
Jordan,54,2/22/1985,22-005,CHI,BOS,L (-10),42,8,18,0.444,0,0,,10,12,0.833,1,3,4,7,3,0,3,26,21.1,
Jordan,55,2/23/1985,22-006,CHI,GSW,W (+15),32,15,20,0.75,0,0,,8,8,1,1,4,5,5,3,0,0,38,36.8,
Jordan,56,2/26/1985,22-009,CHI,CLE,L (-5),48,12,27,0.444,0,1,0,4,4,1,3,6,9,5,0,0,1,28,18.7,
Jordan,57,2/27/1985,22-010,CHI,DET,L (-9),35,8,17,0.471,0,1,0,8,9,0.889,1,5,6,2,4,1,4,24,18,
Jordan,58,3/1/1985,22-012,CHI,NYK,W (+5),38,6,15,0.4,0,0,,9,12,0.75,2,8,10,10,3,0,7,21,17.7,
Jordan,59,3/3/1985,22-014,CHI,NJN,L (-4),41,13,21,0.619,0,0,,11,12,0.917,6,8,14,5,3,1,3,37,37.1,
Jordan,60,3/5/1985,22-016,CHI,WSB,W (+5),44,12,23,0.522,0,0,,13,17,0.765,2,7,9,8,2,1,2,37,32.7,
Jordan,61,3/6/1985,22-017,CHI,BOS,W (+3),42,13,28,0.464,0,0,,7,7,1,2,5,7,3,5,2,5,33,24.2,
Jordan,62,3/8/1985,22-019,CHI,LAC,W (+16),28,7,13,0.538,1,2,0.5,11,14,0.786,2,6,8,7,0,1,1,26,25.1,
Jordan,63,3/9/1985,22-020,CHI,UTA,L (-6),38,9,21,0.429,1,1,1,9,16,0.563,2,4,6,4,5,0,6,28,16.5,
Jordan,64,3/11/1985,22-022,CHI,WSB,L (-7),34,6,14,0.429,0,0,,9,10,0.9,1,3,4,4,0,0,4,21,12.8,
Jordan,65,3/12/1985,22-023,CHI,DET,W (+1),39,11,24,0.458,0,1,0,10,11,0.909,3,5,8,4,1,0,5,32,20.8,
Jordan,66,3/14/1985,22-025,CHI,NYK,L (-9),34,5,18,0.278,0,0,,6,11,0.545,1,2,3,8,1,0,1,16,9.1,
Jordan,67,3/15/1985,22-026,CHI,PHO,W (+6),42,11,15,0.733,0,0,,5,6,0.833,1,8,9,14,2,2,6,27,29.6,
Jordan,68,3/17/1985,22-028,CHI,MIL,W (+2),48,11,25,0.44,0,3,0,10,13,0.769,6,5,11,16,1,1,3,32,31.3,
Jordan,69,3/19/1985,22-030,CHI,HOU,L (-6),42,11,22,0.5,0,0,,9,10,0.9,2,2,4,7,2,1,7,31,21,
Jordan,70,3/20/1985,22-031,CHI,SAS,L (-8),43,14,23,0.609,0,1,0,10,12,0.833,3,4,7,4,3,0,2,38,31.8,
Jordan,71,3/23/1985,22-034,CHI,DAL,W (+10),43,5,17,0.294,0,0,,10,10,1,3,6,9,10,2,1,1,20,22.3,
Jordan,72,3/24/1985,22-035,CHI,UTA,L (-18),35,9,24,0.375,0,0,,8,11,0.727,3,6,9,6,4,2,3,26,21.3,
Jordan,73,3/26/1985,22-037,CHI,IND,W (+1),40,13,24,0.542,0,1,0,12,13,0.923,4,5,9,5,3,0,3,38,31.8,
Jordan,74,3/28/1985,22-039,CHI,CLE,L (-8),41,11,25,0.44,1,3,0.333,12,14,0.857,4,4,8,10,2,0,2,35,30.5,
Jordan,75,3/30/1985,22-041,CHI,PHI,L (-5),42,13,19,0.684,1,1,1,11,13,0.846,2,3,5,6,1,0,3,38,33.2,
Jordan,76,4/2/1985,22-044,CHI,NJN,W (+14),44,12,19,0.632,0,0,,7,8,0.875,5,3,8,9,3,0,7,31,28.4,
Jordan,77,4/3/1985,22-045,CHI,WSB,W (+9),40,12,19,0.632,0,1,0,1,3,0.333,1,5,6,3,4,0,2,25,20,
Jordan,78,4/5/1985,22-047,CHI,PHI,L (-3),38,13,21,0.619,0,1,0,14,15,0.933,0,1,1,5,3,0,2,40,32.5,
Jordan,79,4/6/1985,22-048,CHI,ATL,W (+3),43,12,18,0.667,0,0,,9,9,1,2,5,7,4,3,2,7,33,26.7,
Jordan,80,4/8/1985,22-050,CHI,IND,L (-4),39,6,20,0.3,0,1,0,10,14,0.714,2,6,8,5,3,0,5,22,12.7,
Jordan,81,4/12/1985,22-054,CHI,ATL,L (-11),36,11,16,0.688,0,1,0,6,7,0.857,2,1,3,6,5,0,7,28,23.5,
Jordan,82,4/13/1985,22-055,CHI,NJN,L (-12),40,9,24,0.375,1,5,0.2,10,11,0.909,2,0,2,9,1,0,4,29,18.9,
Jordan,1,10/25/1985,22-250,CHI,CLE,W (+1),39,13,26,0.5,0,0,,3,4,0.75,3,3,6,3,3,0,3,29,18.7,
Jordan,2,10/26/1985,22-251,CHI,DET,W (+3),41,9,24,0.375,0,0,,15,16,0.938,2,5,7,6,2,3,6,33,22.6,
Jordan,3,10/29/1985,22-254,CHI,GSW,W (+6),18,6,10,0.6,0,0,,0,0,,0,2,2,2,0,0,1,12,8,
Jordan,4,3/15/1986,23-026,CHI,MIL,L (-9),13,4,7,0.571,0,0,,4,7,0.571,0,1,1,2,1,0,1,12,8.4,
Jordan,5,3/17/1986,23-028,CHI,ATL,L (-10),14,4,16,0.25,0,1,0,9,10,0.9,3,1,4,1,7,1,1,17,16.8,
Jordan,6,3/19/1986,23-030,CHI,PHI,L (-6),15,4,14,0.286,0,2,0,4,6,0.667,4,0,4,3,2,2,1,12,9.9,
Jordan,7,3/21/1986,23-032,CHI,BOS,L (-21),16,7,16,0.438,0,1,0,6,7,0.857,2,0,2,1,0,1,1,20,11.8,
Jordan,8,3/22/1986,23-033,CHI,CLE,L (-26),16,4,13,0.308,0,0,,0,1,0,1,0,1,1,0,0,1,8,-0.3,
Jordan,9,3/25/1986,23-036,CHI,NYK,W (+13),19,5,12,0.417,0,1,0,9,9,1,1,2,3,3,1,0,2,19,13.8,
Jordan,10,3/28/1986,23-039,CHI,NJN,L (-11),22,9,15,0.6,0,0,,4,6,0.667,0,1,1,3,5,0,3,22,17.1,
Jordan,11,3/29/1986,23-040,CHI,NYK,W (+10),23,10,17,0.588,0,1,0,4,6,0.667,1,0,1,1,1,3,4,24,15,
Jordan,12,4/1/1986,23-043,CHI,MIL,L (-9),26,8,16,0.5,0,1,0,12,12,1,1,4,5,2,1,3,1,28,24.6,
Jordan,13,4/3/1986,23-045,CHI,IND,W (+1),28,12,19,0.632,0,0,,2,4,0.5,1,4,5,3,3,2,3,26,21.7,
Jordan,14,4/5/1986,23-047,CHI,ATL,W (+5),31,10,21,0.476,2,3,0.667,8,9,0.889,1,2,3,3,1,1,4,30,19.6,
Jordan,15,4/7/1986,23-049,CHI,MIL,W (+6),31,10,18,0.556,1,3,0.333,5,5,1,1,4,5,7,1,3,2,26,24.1,
Jordan,16,4/8/1986,23-050,CHI,ATL,L (-13),33,12,25,0.48,0,2,0,6,6,1,1,5,6,6,2,1,7,30,18.6,
Jordan,17,4/11/1986,23-053,CHI,WSB,W (+2),37,12,36,0.333,0,1,0,7,10,0.7,1,4,5,2,3,1,2,31,12.4,
Jordan,18,4/13/1986,23-055,CHI,CLE,L (-7),29,11,23,0.478,0,2,0,7,7,1,0,3,3,4,4,0,2,29,21.4,
Jordan,1,11/1/1986,23-257,CHI,NYK,W (+5),41,15,31,0.484,0,0,,20,22,0.909,2,4,6,3,4,3,6,50,37.5,
Jordan,2,11/2/1986,23-258,CHI,CLE,W (+5),39,16,31,0.516,0,0,,9,12,0.75,6,2,8,2,0,4,3,41,29.3,
Jordan,3,11/4/1986,23-260,CHI,SAS,W (+7),44,14,31,0.452,0,1,0,6,13,0.462,3,5,8,5,4,2,6,34,20.8,
Jordan,4,11/7/1986,23-263,CHI,DET,L (-6),42,11,26,0.423,0,1,0,11,15,0.733,0,0,0,5,1,1,3,33,18.2,
Jordan,5,11/8/1986,23-264,CHI,PHO,W (+5),39,17,27,0.63,0,0,,5,5,1,3,3,6,3,5,0,3,39,33.2,
Jordan,6,11/11/1986,23-267,CHI,ATL,W (+2),39,14,32,0.438,0,0,,6,6,1,4,1,5,3,1,3,5,34,18.9,
Jordan,7,11/12/1986,23-268,CHI,WSB,L (-2),39,9,25,0.36,0,1,0,10,12,0.833,0,4,4,4,3,1,4,28,15.4,
Jordan,8,11/14/1986,23-270,CHI,BOS,L (-12),41,17,33,0.515,1,1,1,13,14,0.929,2,3,5,1,2,1,0,48,35.8,
Jordan,9,11/21/1986,23-277,CHI,NYK,W (+2),40,14,26,0.538,0,0,,12,15,0.8,1,5,6,4,3,2,2,40,32.8,
Jordan,10,11/22/1986,23-278,CHI,WSB,W (+9),39,10,26,0.385,0,0,,2,3,0.667,2,7,9,4,3,1,3,22,13.2,
Jordan,11,11/26/1986,23-282,CHI,DEN,L (-2),41,13,31,0.419,0,0,,11,14,0.786,2,7,9,3,1,3,2,37,24,
